sequence	start
4_chromosome	29423972
4_chromosome	29424144
4_chromosome	29428073
4_chromosome	29430203
4_chromosome	29431608
4_chromosome	29435008
4_chromosome	29435159
4_chromosome	29435200
4_chromosome	29436100
4_chromosome	29437093
4_chromosome	29438070
4_chromosome	29439408
4_chromosome	29439613
4_chromosome	29439649
4_chromosome	29439812
4_chromosome	29445791
4_chromosome	29447798
4_chromosome	29452179
4_chromosome	29455646
4_chromosome	29457575
4_chromosome	29458344
4_chromosome	29458397
4_chromosome	29459366
4_chromosome	29461948
4_chromosome	29462571
4_chromosome	29462747
4_chromosome	29463474
4_chromosome	29463667
4_chromosome	29464422
4_chromosome	29470238
4_chromosome	29471408
4_chromosome	29487256
4_chromosome	29487394
4_chromosome	29492326
4_chromosome	29492333
4_chromosome	29500854
4_chromosome	29502092
4_chromosome	29502106
4_chromosome	29502113
4_chromosome	29502816
4_chromosome	29513598
4_chromosome	29515676
4_chromosome	29515802
4_chromosome	29515824
4_chromosome	29520242
4_chromosome	29520252
4_chromosome	29520317
4_chromosome	29521726
4_chromosome	29525884
4_chromosome	29529013
4_chromosome	29529064
4_chromosome	29529890
4_chromosome	29531812
4_chromosome	29537289
4_chromosome	29537330
4_chromosome	29539139
4_chromosome	29539171
4_chromosome	29539724
4_chromosome	29540021
4_chromosome	29541012
4_chromosome	29542857
4_chromosome	29543739
4_chromosome	29546230
4_chromosome	29546244
4_chromosome	29546287
4_chromosome	29550446
4_chromosome	29551474
4_chromosome	29552816
4_chromosome	29556140
4_chromosome	29556439
4_chromosome	29556474
4_chromosome	29557363
4_chromosome	29558492
4_chromosome	29558876
4_chromosome	29559065
4_chromosome	29567657
4_chromosome	29567967
4_chromosome	29570173
4_chromosome	29570202
4_chromosome	29571001
4_chromosome	29572114
4_chromosome	29572502
4_chromosome	29576488
4_chromosome	29579128
4_chromosome	29579539
4_chromosome	29579552
4_chromosome	29580523
4_chromosome	29580772
4_chromosome	29580798
4_chromosome	29581588
4_chromosome	29581595
4_chromosome	29581683
4_chromosome	29583622
4_chromosome	29584566
4_chromosome	29586301
4_chromosome	29587323
4_chromosome	29587341
4_chromosome	29587626
4_chromosome	29587630
4_chromosome	29588924
4_chromosome	29588998
4_chromosome	29589110
4_chromosome	29589321
4_chromosome	29591279
4_chromosome	29591402
4_chromosome	29604470
4_chromosome	29604664
4_chromosome	29605754
4_chromosome	29606767
4_chromosome	29607169
4_chromosome	29612285
4_chromosome	29612621
4_chromosome	29612719
4_chromosome	29612779
4_chromosome	29613557
4_chromosome	29616963
4_chromosome	29617024
4_chromosome	29619889
4_chromosome	29620594
4_chromosome	29623850
4_chromosome	29623871
4_chromosome	29626068
4_chromosome	29629034
4_chromosome	29630709
4_chromosome	29631471
4_chromosome	29633490
4_chromosome	29633904
4_chromosome	29634172
4_chromosome	29634183
4_chromosome	29636457
4_chromosome	29636467
4_chromosome	29637598
4_chromosome	29637600
4_chromosome	29637616
4_chromosome	29637663
4_chromosome	29639102
4_chromosome	29640428
4_chromosome	29641451
4_chromosome	29642782
4_chromosome	29645740
4_chromosome	29646437
4_chromosome	29647018
4_chromosome	29647293
4_chromosome	29647358
4_chromosome	29649170
4_chromosome	29654195
4_chromosome	29656445
4_chromosome	29657294
4_chromosome	29657851
4_chromosome	29658797
4_chromosome	29658950
4_chromosome	29659726
4_chromosome	29661023
4_chromosome	29665758
4_chromosome	29666448
4_chromosome	29666680
4_chromosome	29666764
4_chromosome	29666860
4_chromosome	29668100
4_chromosome	29670874
4_chromosome	29671973
4_chromosome	29672455
4_chromosome	29674785
4_chromosome	29674843
4_chromosome	29675891
4_chromosome	29682453
4_chromosome	29683757
4_chromosome	29691328
4_chromosome	29694695
4_chromosome	29696511
4_chromosome	29699156
4_chromosome	29705017
4_chromosome	29705708
4_chromosome	29705713
4_chromosome	29711444
4_chromosome	29714538
4_chromosome	29715952
4_chromosome	29716007
4_chromosome	29719862
4_chromosome	29720034
4_chromosome	29723123
4_chromosome	29723324
4_chromosome	29723360
4_chromosome	29723375
4_chromosome	29727842
4_chromosome	29733662
4_chromosome	29733828
4_chromosome	29734720
4_chromosome	29734738
4_chromosome	29734792
4_chromosome	29737846
4_chromosome	29739525
4_chromosome	29741236
4_chromosome	29743241
4_chromosome	29743246
4_chromosome	29743435
4_chromosome	29746276
4_chromosome	29747004
4_chromosome	29747499
4_chromosome	29750773
4_chromosome	29750986
4_chromosome	29754042
4_chromosome	29754228
4_chromosome	29757572
4_chromosome	29757661
4_chromosome	29757849
4_chromosome	29758824
4_chromosome	29758837
4_chromosome	29759019
4_chromosome	29759207
4_chromosome	29760291
4_chromosome	29763813
4_chromosome	29763837
4_chromosome	29765698
4_chromosome	29765907
4_chromosome	29766944
4_chromosome	29769733
4_chromosome	29770654
4_chromosome	29772590
4_chromosome	29773236
4_chromosome	29773548
4_chromosome	29774013
4_chromosome	29779105
4_chromosome	29781190
4_chromosome	29781402
4_chromosome	29783054
4_chromosome	29783850
4_chromosome	29787741
4_chromosome	29788271
4_chromosome	29788699
4_chromosome	29789337
4_chromosome	29789382
4_chromosome	29790677
4_chromosome	29792468
4_chromosome	29795747
4_chromosome	29795973
4_chromosome	29796626
4_chromosome	29796715
4_chromosome	29799020
4_chromosome	29801302
4_chromosome	29812129
4_chromosome	29812758
4_chromosome	29812768
4_chromosome	29812814
4_chromosome	29813808
4_chromosome	29816299
4_chromosome	29819978
4_chromosome	29820018
4_chromosome	29820096
4_chromosome	29820738
4_chromosome	29820764
4_chromosome	29821687
4_chromosome	29824915
4_chromosome	29827304
4_chromosome	29828514
4_chromosome	29828535
4_chromosome	29828682
4_chromosome	29829583
4_chromosome	29832472
4_chromosome	29832728
4_chromosome	29833006
4_chromosome	29833195
4_chromosome	29834308
4_chromosome	29836696
4_chromosome	29837928
4_chromosome	29840532
4_chromosome	29843309
4_chromosome	29847206
4_chromosome	29848409
4_chromosome	29849438
4_chromosome	29849705
4_chromosome	29851695
4_chromosome	29852273
4_chromosome	29853622
4_chromosome	29853633
4_chromosome	29853682
4_chromosome	29853988
4_chromosome	29857924
4_chromosome	29859414
4_chromosome	29859554
4_chromosome	29861906
4_chromosome	29866300
4_chromosome	29866327
4_chromosome	29866517
4_chromosome	29868162
4_chromosome	29870523
4_chromosome	29871670
4_chromosome	29872129
4_chromosome	29872961
4_chromosome	29876725
4_chromosome	29882444
4_chromosome	29882484
4_chromosome	29885590
4_chromosome	29886578
4_chromosome	29887995
4_chromosome	29888308
4_chromosome	29888348
4_chromosome	29888872
4_chromosome	29892268
4_chromosome	29894329
4_chromosome	29894974
4_chromosome	29895038
4_chromosome	29895853
4_chromosome	29896351
4_chromosome	29896855
4_chromosome	29897757
4_chromosome	29897886
4_chromosome	29898362
4_chromosome	29898421
4_chromosome	29898481
4_chromosome	29900001
4_chromosome	29901994
4_chromosome	29902493
4_chromosome	29903914
4_chromosome	29903916
4_chromosome	29904446
4_chromosome	29904549
4_chromosome	29904785
4_chromosome	29905043
4_chromosome	29907366
4_chromosome	29908077
4_chromosome	29910657
4_chromosome	29910694
4_chromosome	29910883
4_chromosome	29911011
4_chromosome	29912103
4_chromosome	29912198
4_chromosome	29912222
4_chromosome	29912317
4_chromosome	29912525
4_chromosome	29915082
4_chromosome	29915394
4_chromosome	29919442
4_chromosome	29922480
4_chromosome	29922492
4_chromosome	29923303
4_chromosome	29923316
4_chromosome	29926485
4_chromosome	29927056
4_chromosome	29928872
4_chromosome	29932615
4_chromosome	29938143
4_chromosome	29938410
4_chromosome	29938480
4_chromosome	29938543
4_chromosome	29938561
4_chromosome	29938652
4_chromosome	29940704
4_chromosome	29941994
4_chromosome	29942162
4_chromosome	29942413
4_chromosome	29942440
4_chromosome	29942701
4_chromosome	29943509
4_chromosome	29943528
4_chromosome	29943673
4_chromosome	29943889
4_chromosome	29944061
4_chromosome	29945453
4_chromosome	29945830
4_chromosome	29945899
4_chromosome	29947241
4_chromosome	29947474
4_chromosome	29951154
4_chromosome	29952704
4_chromosome	29952712
4_chromosome	29954592
4_chromosome	29955765
4_chromosome	29956572
4_chromosome	29957819
4_chromosome	29957832
4_chromosome	29964421
4_chromosome	29964447
4_chromosome	29967264
4_chromosome	29967981
4_chromosome	29968059
4_chromosome	29968771
4_chromosome	29969142
4_chromosome	29976048
4_chromosome	29978219
4_chromosome	29990363
4_chromosome	29990375
4_chromosome	29990470
4_chromosome	29991178
4_chromosome	29993090
4_chromosome	30002359
4_chromosome	30002816
4_chromosome	30002965
4_chromosome	30003456
4_chromosome	30003464
4_chromosome	30008138
4_chromosome	30008206
4_chromosome	30011524
4_chromosome	30012695
4_chromosome	30021362
4_chromosome	30026234
4_chromosome	30026251
4_chromosome	30026769
4_chromosome	30045179
4_chromosome	30047814
4_chromosome	30047829
4_chromosome	30050743
4_chromosome	30051387
4_chromosome	30051721
4_chromosome	30057704
4_chromosome	30065341
4_chromosome	30075897
4_chromosome	30076010
4_chromosome	30076012
4_chromosome	30082113
4_chromosome	30083220
4_chromosome	30085473
4_chromosome	30085489
4_chromosome	30089331
4_chromosome	30089687
4_chromosome	30103800
4_chromosome	30104586
4_chromosome	30104645
4_chromosome	30104659
4_chromosome	30105613
4_chromosome	30106915
4_chromosome	30106972
4_chromosome	30107463
4_chromosome	30107640
4_chromosome	30107721
4_chromosome	30107730
4_chromosome	30112014
4_chromosome	30112265
4_chromosome	30116191
4_chromosome	30116789
4_chromosome	30119735
4_chromosome	30121807
4_chromosome	30121934
4_chromosome	30122119
4_chromosome	30122139
4_chromosome	30122637
4_chromosome	30124915
4_chromosome	30125304
4_chromosome	30125326
4_chromosome	30125334
4_chromosome	30125863
4_chromosome	30126219
4_chromosome	30126304
4_chromosome	30126466
4_chromosome	30126761
4_chromosome	30126814
4_chromosome	30126863
4_chromosome	30127020
4_chromosome	30133458
4_chromosome	30133889
4_chromosome	30134761
4_chromosome	30136193
4_chromosome	30137364
4_chromosome	30143307
4_chromosome	30143310
4_chromosome	30149398
4_chromosome	30150028
4_chromosome	30150075
4_chromosome	30150106
4_chromosome	30150237
4_chromosome	30151913
4_chromosome	30152073
4_chromosome	30152148
4_chromosome	30155636
4_chromosome	30160578
4_chromosome	30161382
4_chromosome	30161696
4_chromosome	30161877
4_chromosome	30166584
4_chromosome	30166793
4_chromosome	30170829
4_chromosome	30174285
4_chromosome	30176751
4_chromosome	30177081
4_chromosome	30177089
4_chromosome	30177099
4_chromosome	30177110
4_chromosome	30177505
4_chromosome	30177529
4_chromosome	30180645
4_chromosome	30187696
4_chromosome	30187963
4_chromosome	30188098
4_chromosome	30188237
4_chromosome	30189356
4_chromosome	30193826
4_chromosome	30193861
4_chromosome	30193905
4_chromosome	30194739
4_chromosome	30198763
4_chromosome	30198834
4_chromosome	30198946
4_chromosome	30199021
4_chromosome	30205977
4_chromosome	30207672
4_chromosome	30209122
4_chromosome	30209152
4_chromosome	30211782
4_chromosome	30211789
4_chromosome	30220492
4_chromosome	30222009
4_chromosome	30222326
4_chromosome	30222342
4_chromosome	30223673
4_chromosome	30224444
4_chromosome	30224487
4_chromosome	30229494
4_chromosome	30229518
4_chromosome	30229591
4_chromosome	30229807
4_chromosome	30229831
4_chromosome	30232070
4_chromosome	30234450
4_chromosome	30237206
4_chromosome	30237971
4_chromosome	30240552
4_chromosome	30244474
4_chromosome	30246898
4_chromosome	30248997
4_chromosome	30249312
4_chromosome	30249792
4_chromosome	30250746
4_chromosome	30250910
4_chromosome	30250933
4_chromosome	30250965
4_chromosome	30256904
4_chromosome	30260522
4_chromosome	30265469
4_chromosome	30265485
4_chromosome	30265532
4_chromosome	30268622
4_chromosome	30270155
4_chromosome	30272238
4_chromosome	30272605
4_chromosome	30275362
4_chromosome	30275381
4_chromosome	30280664
4_chromosome	30284979
4_chromosome	30284996
4_chromosome	30285103
4_chromosome	30286616
4_chromosome	30289222
4_chromosome	30289347
4_chromosome	30289352
4_chromosome	30289554
4_chromosome	30289631
4_chromosome	30291967
4_chromosome	30292702
4_chromosome	30293392
4_chromosome	30294405
4_chromosome	30297705
4_chromosome	30297884
4_chromosome	30297943
4_chromosome	30299004
4_chromosome	30299874
4_chromosome	30300046
4_chromosome	30300064
4_chromosome	30302926
4_chromosome	30304997
4_chromosome	30305016
4_chromosome	30307435
4_chromosome	30307557
4_chromosome	30309196
4_chromosome	30309682
4_chromosome	30309851
4_chromosome	30311600
4_chromosome	30313601
4_chromosome	30314115
4_chromosome	30315076
4_chromosome	30317435
4_chromosome	30318834
4_chromosome	30321862
4_chromosome	30323358
4_chromosome	30323445
4_chromosome	30325316
4_chromosome	30328350
4_chromosome	30329119
4_chromosome	30330087
4_chromosome	30330147
4_chromosome	30330445
4_chromosome	30330990
4_chromosome	30331459
4_chromosome	30331513
4_chromosome	30331805
4_chromosome	30332114
4_chromosome	30334600
4_chromosome	30334736
4_chromosome	30335741
4_chromosome	30335944
4_chromosome	30336251
4_chromosome	30336333
4_chromosome	30336711
4_chromosome	30337402
4_chromosome	30337476
4_chromosome	30339914
4_chromosome	30343884
4_chromosome	30353976
4_chromosome	30363752
4_chromosome	30365184
4_chromosome	30365412
4_chromosome	30365653
4_chromosome	30365978
4_chromosome	30367491
4_chromosome	30369155
4_chromosome	30369172
4_chromosome	30369457
4_chromosome	30371674
4_chromosome	30377956
4_chromosome	30378663
4_chromosome	30378677
4_chromosome	30378907
4_chromosome	30383900
4_chromosome	30384081
4_chromosome	30386852
4_chromosome	30386863
4_chromosome	30389144
4_chromosome	30389236
4_chromosome	30392376
4_chromosome	30394226
4_chromosome	30398122
4_chromosome	30398329
4_chromosome	30406899
4_chromosome	30406958
4_chromosome	30407038
4_chromosome	30407051
4_chromosome	30407128
4_chromosome	30409688
4_chromosome	30409921
4_chromosome	30410292
4_chromosome	30412375
4_chromosome	30413943
4_chromosome	30414980
4_chromosome	30417160
4_chromosome	30418540
4_chromosome	30418637
4_chromosome	30419157
4_chromosome	30424519
4_chromosome	30425627
4_chromosome	30425786
4_chromosome	30427118
4_chromosome	30427593
4_chromosome	30427596
4_chromosome	30427774
4_chromosome	30427822
4_chromosome	30428678
4_chromosome	30429522
4_chromosome	30430048
4_chromosome	30432415
4_chromosome	30433786
4_chromosome	30436636
4_chromosome	30436652
4_chromosome	30436902
4_chromosome	30437067
4_chromosome	30441003
4_chromosome	30441180
4_chromosome	30443354
4_chromosome	30445127
4_chromosome	30449645
4_chromosome	30453087
4_chromosome	30453887
4_chromosome	30454007
4_chromosome	30454191
4_chromosome	30454503
4_chromosome	30459157
4_chromosome	30460811
4_chromosome	30460920
4_chromosome	30461642
4_chromosome	30462499
4_chromosome	30466886
4_chromosome	30467106
4_chromosome	30467463
4_chromosome	30469335
4_chromosome	30469381
4_chromosome	30469819
4_chromosome	30476888
4_chromosome	30476987
4_chromosome	30477011
4_chromosome	30477095
4_chromosome	30477755
4_chromosome	30477880
4_chromosome	30478781
4_chromosome	30478812
4_chromosome	30479003
4_chromosome	30482625
4_chromosome	30483498
4_chromosome	30484012
4_chromosome	30484821
4_chromosome	30485360
4_chromosome	30485464
4_chromosome	30485515
4_chromosome	30485575
4_chromosome	30485730
4_chromosome	30485771
4_chromosome	30486616
4_chromosome	30488119
4_chromosome	30488229
4_chromosome	30488440
4_chromosome	30492867
4_chromosome	30492873
4_chromosome	30494115
4_chromosome	30496201
4_chromosome	30499119
4_chromosome	30499360
4_chromosome	30499774
4_chromosome	30503654
4_chromosome	30503675
4_chromosome	30505175
4_chromosome	30507806
4_chromosome	30508062
4_chromosome	30509599
4_chromosome	30510351
4_chromosome	30511664
4_chromosome	30511694
4_chromosome	30512987
4_chromosome	30513969
4_chromosome	30516606
4_chromosome	30516656
4_chromosome	30516814
4_chromosome	30516960
4_chromosome	30517228
4_chromosome	30517384
4_chromosome	30517561
4_chromosome	30517668
4_chromosome	30521596
4_chromosome	30533260
4_chromosome	30533641
4_chromosome	30534272
4_chromosome	30534447
4_chromosome	30535337
4_chromosome	30535423
4_chromosome	30535753
4_chromosome	30535946
4_chromosome	30536045
4_chromosome	30537016
4_chromosome	30537331
4_chromosome	30539462
4_chromosome	30539977
4_chromosome	30543741
4_chromosome	30544057
4_chromosome	30544849
4_chromosome	30544955
4_chromosome	30545927
4_chromosome	30547730
4_chromosome	30549562
4_chromosome	30549836
4_chromosome	30550701
4_chromosome	30552445
4_chromosome	30562264
4_chromosome	30565246
4_chromosome	30566578
4_chromosome	30570917
4_chromosome	30571090
4_chromosome	30573417
4_chromosome	30574053
4_chromosome	30574064
4_chromosome	30575566
4_chromosome	30575589
4_chromosome	30575618
4_chromosome	30576196
4_chromosome	30576662
4_chromosome	30580566
4_chromosome	30580616
4_chromosome	30581006
4_chromosome	30582168
4_chromosome	30582184
4_chromosome	30582226
4_chromosome	30582272
4_chromosome	30583602
4_chromosome	30583670
4_chromosome	30585057
4_chromosome	30585070
4_chromosome	30585192
4_chromosome	30585336
4_chromosome	30585384
4_chromosome	30585466
4_chromosome	30585797
4_chromosome	30585811
4_chromosome	30586103
4_chromosome	30587494
4_chromosome	30587506
4_chromosome	30587566
4_chromosome	30588644
4_chromosome	30589927
4_chromosome	30590123
4_chromosome	30590418
4_chromosome	30590685
4_chromosome	30591056
4_chromosome	30593434
4_chromosome	30594481
4_chromosome	30596747
4_chromosome	30603431
4_chromosome	30603643
4_chromosome	30603875
4_chromosome	30604243
4_chromosome	30605699
4_chromosome	30606480
4_chromosome	30606798
4_chromosome	30607985
4_chromosome	30608161
4_chromosome	30608589
4_chromosome	30608616
4_chromosome	30608631
4_chromosome	30608778
4_chromosome	30611041
4_chromosome	30612372
4_chromosome	30613065
4_chromosome	30613087
4_chromosome	30613561
4_chromosome	30614299
4_chromosome	30614318
4_chromosome	30614530
4_chromosome	30614603
4_chromosome	30614778
4_chromosome	30616385
4_chromosome	30616729
4_chromosome	30617512
4_chromosome	30617566
4_chromosome	30618046
4_chromosome	30618135
4_chromosome	30623975
4_chromosome	30623984
4_chromosome	30624187
4_chromosome	30625243
4_chromosome	30628238
4_chromosome	30629773
4_chromosome	30629868
4_chromosome	30630019
4_chromosome	30630230
4_chromosome	30630743
4_chromosome	30636973
4_chromosome	30639556
4_chromosome	30640588
4_chromosome	30640589
4_chromosome	30645494
4_chromosome	30646520
4_chromosome	30646550
4_chromosome	30649442
4_chromosome	30652055
4_chromosome	30653005
4_chromosome	30654125
4_chromosome	30654316
4_chromosome	30659660
4_chromosome	30665867
4_chromosome	30665940
4_chromosome	30666124
4_chromosome	30666139
4_chromosome	30673530
4_chromosome	30674927
4_chromosome	30674966
4_chromosome	30675081
4_chromosome	30675518
4_chromosome	30675619
4_chromosome	30675690
4_chromosome	30678327
4_chromosome	30678560
4_chromosome	30679596
4_chromosome	30681607
4_chromosome	30681752
4_chromosome	30681982
4_chromosome	30683224
4_chromosome	30683525
4_chromosome	30683591
4_chromosome	30686693
4_chromosome	30688137
4_chromosome	30688178
4_chromosome	30688253
4_chromosome	30693939
4_chromosome	30693981
4_chromosome	30694743
4_chromosome	30694888
4_chromosome	30694984
4_chromosome	30696363
4_chromosome	30699101
4_chromosome	30700151
4_chromosome	30701966
4_chromosome	30702129
4_chromosome	30705092
4_chromosome	30705556
4_chromosome	30707058
4_chromosome	30708472
4_chromosome	30709603
4_chromosome	30709610
4_chromosome	30709936
4_chromosome	30711278
4_chromosome	30711311
4_chromosome	30712193
4_chromosome	30712272
4_chromosome	30717258
4_chromosome	30718191
4_chromosome	30718957
4_chromosome	30720071
4_chromosome	30720072
4_chromosome	30720997
4_chromosome	30721406
4_chromosome	30721625
4_chromosome	30721778
4_chromosome	30725921
4_chromosome	30729423
4_chromosome	30735644
4_chromosome	30745598
4_chromosome	30746174
4_chromosome	30746651
4_chromosome	30747461
4_chromosome	30748358
4_chromosome	30750110
4_chromosome	30750599
4_chromosome	30751485
4_chromosome	30751840
4_chromosome	30754161
4_chromosome	30755846
4_chromosome	30755928
4_chromosome	30756168
4_chromosome	30759337
4_chromosome	30759351
4_chromosome	30761864
4_chromosome	30761937
4_chromosome	30769578
4_chromosome	30776776
4_chromosome	30776889
4_chromosome	30776934
4_chromosome	30777141
4_chromosome	30785530
4_chromosome	30787024
4_chromosome	30788872
4_chromosome	30788949
4_chromosome	30789030
4_chromosome	30791075
4_chromosome	30791170
4_chromosome	30792311
4_chromosome	30792633
4_chromosome	30793681
4_chromosome	30796673
4_chromosome	30797100
4_chromosome	30801378
4_chromosome	30803167
4_chromosome	30803389
4_chromosome	30803866
4_chromosome	30804344
4_chromosome	30804787
4_chromosome	30807258
4_chromosome	30807293
4_chromosome	30813322
4_chromosome	30813328
4_chromosome	30813401
4_chromosome	30813460
4_chromosome	30814455
4_chromosome	30814603
4_chromosome	30816426
4_chromosome	30816561
4_chromosome	30816620
4_chromosome	30816709
4_chromosome	30817013
4_chromosome	30818545
4_chromosome	30822019
4_chromosome	30823531
4_chromosome	30824257
4_chromosome	30824631
4_chromosome	30824771
4_chromosome	30825492
4_chromosome	30828036
4_chromosome	30828372
4_chromosome	30831660
4_chromosome	30831691
4_chromosome	30834978
4_chromosome	30844142
4_chromosome	30845353
4_chromosome	30846000
4_chromosome	30846031
4_chromosome	30846665
4_chromosome	30846951
4_chromosome	30848289
4_chromosome	30851199
4_chromosome	30854117
4_chromosome	30857066
4_chromosome	30859610
4_chromosome	30861464
4_chromosome	30863771
4_chromosome	30864200
4_chromosome	30864267
4_chromosome	30864313
4_chromosome	30864409
4_chromosome	30865171
4_chromosome	30865370
4_chromosome	30865609
4_chromosome	30865944
4_chromosome	30866910
4_chromosome	30866918
4_chromosome	30868525
4_chromosome	30868678
4_chromosome	30869081
4_chromosome	30869240
4_chromosome	30869266
4_chromosome	30869300
4_chromosome	30869351
4_chromosome	30875126
4_chromosome	30876055
4_chromosome	30876162
4_chromosome	30876257
4_chromosome	30878333
4_chromosome	30879396
4_chromosome	30880113
4_chromosome	30882011
4_chromosome	30882267
4_chromosome	30884112
4_chromosome	30884172
4_chromosome	30884392
4_chromosome	30884723
4_chromosome	30885056
4_chromosome	30885559
4_chromosome	30886574
4_chromosome	30887081
4_chromosome	30887626
4_chromosome	30888723
4_chromosome	30888961
4_chromosome	30889656
4_chromosome	30899284
4_chromosome	30899570
4_chromosome	30899750
4_chromosome	30901056
4_chromosome	30901087
4_chromosome	30901378
4_chromosome	30901400
4_chromosome	30901842
4_chromosome	30904590
4_chromosome	30904617
4_chromosome	30906806
4_chromosome	30907316
4_chromosome	30912670
4_chromosome	30912709
4_chromosome	30912720
4_chromosome	30912774
4_chromosome	30915049
4_chromosome	30917585
4_chromosome	30918637
4_chromosome	30918902
4_chromosome	30919351
4_chromosome	30920003
4_chromosome	30920019
4_chromosome	30920699
4_chromosome	30925313
4_chromosome	30925424
4_chromosome	30926466
4_chromosome	30926614
4_chromosome	30926631
4_chromosome	30929279
4_chromosome	30929374
4_chromosome	30929710
4_chromosome	30931701
4_chromosome	30935532
4_chromosome	30936078
4_chromosome	30936980
4_chromosome	30937131
4_chromosome	30937252
4_chromosome	30940402
4_chromosome	30942210
4_chromosome	30944136
4_chromosome	30947776
4_chromosome	30949812
4_chromosome	30950140
4_chromosome	30952456
4_chromosome	30952583
4_chromosome	30952713
4_chromosome	30953141
4_chromosome	30954591
4_chromosome	30954789
4_chromosome	30957081
4_chromosome	30958082
4_chromosome	30958271
4_chromosome	30960505
4_chromosome	30961188
4_chromosome	30961389
4_chromosome	30961478
4_chromosome	30962128
4_chromosome	30962252
4_chromosome	30964773
4_chromosome	30965326
4_chromosome	30965578
4_chromosome	30965985
4_chromosome	30966377
4_chromosome	30967559
4_chromosome	30969146
4_chromosome	30970431
4_chromosome	30971252
4_chromosome	30975505
4_chromosome	30976355
4_chromosome	30976402
4_chromosome	30986898
4_chromosome	30989050
4_chromosome	30989052
4_chromosome	30989193
4_chromosome	30989836
4_chromosome	30990972
4_chromosome	30991362
4_chromosome	30991442
4_chromosome	30991561
4_chromosome	30994467
4_chromosome	30995775
4_chromosome	30995833
4_chromosome	31002527
4_chromosome	31002540
4_chromosome	31002710
4_chromosome	31007040
4_chromosome	31008731
4_chromosome	31010714
4_chromosome	31011260
4_chromosome	31012200
4_chromosome	31012211
4_chromosome	31012224
4_chromosome	31015638
4_chromosome	31015862
4_chromosome	31016044
4_chromosome	31016569
4_chromosome	31020350
4_chromosome	31024047
4_chromosome	31024060
4_chromosome	31024755
4_chromosome	31024775
4_chromosome	31024799
4_chromosome	31024909
4_chromosome	31031218
4_chromosome	31031240
4_chromosome	31031329
4_chromosome	31032210
4_chromosome	31035344
4_chromosome	31035357
4_chromosome	31044255
4_chromosome	31054154
4_chromosome	31058678
4_chromosome	31058979
4_chromosome	31060408
4_chromosome	31064692
4_chromosome	31067595
4_chromosome	31069140
4_chromosome	31069495
4_chromosome	31073207
4_chromosome	31073921
4_chromosome	31073994
4_chromosome	31075427
4_chromosome	31077206
4_chromosome	31086845
4_chromosome	31087071
4_chromosome	31087413
4_chromosome	31088423
4_chromosome	31091133
4_chromosome	31091238
4_chromosome	31094940
4_chromosome	31095266
4_chromosome	31096908
4_chromosome	31098052
4_chromosome	31099519
4_chromosome	31103392
4_chromosome	31103434
4_chromosome	31108847
4_chromosome	31111481
4_chromosome	31112161
4_chromosome	31112783
4_chromosome	31114066
4_chromosome	31114194
4_chromosome	31115306
4_chromosome	31119883
4_chromosome	31120548
4_chromosome	31120590
4_chromosome	31121493
4_chromosome	31121542
4_chromosome	31127790
4_chromosome	31132938
4_chromosome	31133248
4_chromosome	31136582
4_chromosome	31139077
4_chromosome	31140035
4_chromosome	31140719
4_chromosome	31141511
4_chromosome	31141667
4_chromosome	31141675
4_chromosome	31141900
4_chromosome	31143973
4_chromosome	31144386
4_chromosome	31144583
4_chromosome	31147678
4_chromosome	31151351
4_chromosome	31151560
4_chromosome	31151941
4_chromosome	31154767
4_chromosome	31156411
4_chromosome	31160255
4_chromosome	31161873
4_chromosome	31164687
4_chromosome	31164704
4_chromosome	31164999
4_chromosome	31165946
4_chromosome	31165987
4_chromosome	31166345
4_chromosome	31166556
4_chromosome	31166563
4_chromosome	31167743
4_chromosome	31168274
4_chromosome	31168863
4_chromosome	31168998
4_chromosome	31169124
4_chromosome	31169947
4_chromosome	31170572
4_chromosome	31170969
4_chromosome	31171251
4_chromosome	31171370
4_chromosome	31171723
4_chromosome	31172231
4_chromosome	31172671
4_chromosome	31173392
4_chromosome	31173728
4_chromosome	31175849
4_chromosome	31175853
4_chromosome	31176380
4_chromosome	31177069
4_chromosome	31177173
4_chromosome	31177784
4_chromosome	31178674
4_chromosome	31180508
4_chromosome	31183147
4_chromosome	31183258
4_chromosome	31183888
4_chromosome	31188097
4_chromosome	31189881
4_chromosome	31190571
4_chromosome	31190863
4_chromosome	31192914
4_chromosome	31193454
4_chromosome	31196810
4_chromosome	31199909
4_chromosome	31202641
4_chromosome	31202766
4_chromosome	31210280
4_chromosome	31211652
4_chromosome	31213128
4_chromosome	31225299
4_chromosome	31226501
4_chromosome	31226573
4_chromosome	31226984
4_chromosome	31228386
4_chromosome	31231932
4_chromosome	31232523
4_chromosome	31242501
4_chromosome	31243996
4_chromosome	31244111
4_chromosome	31244165
4_chromosome	31244251
4_chromosome	31245778
4_chromosome	31246204
4_chromosome	31251574
4_chromosome	31251883
4_chromosome	31255190
4_chromosome	31255463
4_chromosome	31255637
4_chromosome	31258333
4_chromosome	31260347
4_chromosome	31260817
4_chromosome	31260938
4_chromosome	31263615
4_chromosome	31264053
4_chromosome	31264241
4_chromosome	31264615
4_chromosome	31271045
4_chromosome	31271113
4_chromosome	31271267
4_chromosome	31276729
4_chromosome	31279905
4_chromosome	31280718
4_chromosome	31281568
4_chromosome	31281789
4_chromosome	31283681
4_chromosome	31283846
4_chromosome	31286725
4_chromosome	31287803
